Predecessor_CID,Predecessor_Name,Successor_CID,Successor_Name,Transformation,Biosystem,Enzyme,Source_ID,Source,Source_Description,Dataset_DOI,Dataset_Description,Evidence_ID,Evidence_Description,Notes,Parent_SMILES,Metabolite_SMILES,meta_substrate_name,meta_substrate_cid,meta_substrate_inchikey,meta_substrate_inchi,meta_enzyme,meta_reaction_type,meta_biotransformation_type,meta_biosystem,meta_prod_name,meta_prod_cid,meta_prod_inchikey,meta_prod_inchi,meta_reference
5070,riluzole,85752611,7-hydroxy-riluzole,Aromatic hydroxylation of fused benzene ring / Human Phase I,Human,CYP1A2; CYP1A1,BIOTID00875,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Wang and Zhou; Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009 Vol. 16, No. 31; PMID:19754425",CYP1A2; CYP1A1,c1cc2c(cc1OC(F)(F)F)sc(=N)[nH]2,c1cc(c(c2c1[nH]c(=N)s2)O)OC(F)(F)F,riluzole,5070,FTALBRSUTCGOEG-UHFFFAOYSA-N,"InChI=1S/C8H5F3N2OS/c9-8(10,11)14-4-1-2-5-6(3-4)15-7(12)13-5/h1-3H,(H2,12,13)",CYP1A2; CYP1A1,Aromatic hydroxylation of fused benzene ring,Human Phase I,Human,7-OH-riluzole,85752611,ASRHRBKKDHQFAF-UHFFFAOYSA-N,"InChI=1S/C8H5F3N2O2S/c9-8(10,11)15-4-2-1-3-6(5(4)14)16-7(12)13-3/h1-2,14H,(H2,12,13)","Wang and Zhou; Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009 Vol. 16, No. 31; PMID:19754425"
54699177,(R)-acenocoumarol,57369793,7-hydroxy-R-acenocoumarol,Aromatic hydroxylation of fused benzene ring / Human Phase I,Human,CYP2C9; CYP2C19,BIOTID01337,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3676",CYP2C9; CYP2C19,CC(=O)CC(c1ccc(cc1)N(=O)=O)c1c(c2ccccc2oc1=O)O,CC(=O)CC(c1ccc(cc1)N(=O)=O)c1c(c2ccc(cc2oc1=O)O)O,(R)-acenocoumarol,54676537,VABCILAOYCMVPS-OAHLLOKOSA-N,"InChI=1S/C19H15NO6/c1-11(21)10-15(12-6-8-13(9-7-12)20(24)25)17-18(22)14-4-2-3-5-16(14)26-19(17)23/h2-9,15,22H,10H2,1H3",CYP2C9; CYP2C19,Aromatic hydroxylation of fused benzene ring,Human Phase I,Human,7-OH-R-acenocoumarol,57369793,JTCREUDLEYTCAB-UHFFFAOYSA-N,"InChI=1S/C19H15NO7/c1-10(21)8-15(11-2-4-12(5-3-11)20(25)26)17-18(23)14-7-6-13(22)9-16(14)27-19(17)24/h2-7,9,15,22-23H,8H2,1H3","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3676"
4595,Ondansetron,71749264,7-hydroxy-ondansetron,Aromatic hydroxylation of fused benzene ring / Human Phase I,Human,CYP1A2; CYP2D6; CYP3A4,BIOTID01448,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Wang and Zhou; Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009 Vol. 16, No. 31; PMID:19754424",CYP1A2; CYP2D6; CYP3A4,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,Cc1nccn1CC1CCc2c(c3ccc(cc3n2C)O)C1=O,Ondansetron,4595,FELGMEQIXOGIFQ-UHFFFAOYNA-N,"InChI=1S/C18H19N3O/c1-12-19-9-10-21(12)11-13-7-8-16-17(18(13)22)14-5-3-4-6-15(14)20(16)2/h3-6,9-10,13H,7-8,11H2,1-2H3",CYP1A2; CYP2D6; CYP3A4,Aromatic hydroxylation of fused benzene ring,Human Phase I,Human,7-OH-ondansetron,71749264,DTJUCZWBHDEFRB-UHFFFAOYSA-N,"InChI=1S/C18H19N3O2/c1-11-19-7-8-21(11)10-12-3-6-15-17(18(12)23)14-5-4-13(22)9-16(14)20(15)2/h4-5,7-9,12,22H,3,6,10H2,1-2H3","Wang and Zhou; Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009 Vol. 16, No. 31; PMID:19754424"
3475,Gliclazide,131750725,7-hydroxy-gliclazide,Hydroxylation of alicyclic secondary carbon / Human Phase I,Human,CYP2C9,BIOTID01393,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675",CYP2C9,Cc1ccc(cc1)S(=O)(=O)NC(=NN1CC2CCCC2C1)O,Cc1ccc(cc1)S(=O)(=O)NC(=NN1CC2CC(CC2C1)O)O,Gliclazide,3475,BOVGTQGAOIONJV-UHFFFAOYNA-N,"InChI=1S/C15H21N3O3S/c1-11-5-7-14(8-6-11)22(20,21)17-15(19)16-18-9-12-3-2-4-13(12)10-18/h5-8,12-13H,2-4,9-10H2,1H3,(H2,16,17,19)",CYP2C9,Hydroxylation of alicyclic secondary carbon,Human Phase I,Human,7-OH-gliclazide,131750725,JMHDCYDSYHLATB-UHFFFAOYSA-N,"InChI=1S/C15H21N3O4S/c1-10-2-4-14(5-3-10)23(21,22)17-15(20)16-18-8-11-6-13(19)7-12(11)9-18/h2-5,11-13,19H,6-9H2,1H3,(H2,16,17,20)","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675"
5429,theobromine,68374,7-Methylxanthine,N-demethylation / Human Phase I,Human,CYP1A2;CYP2E1,BIOTID01010,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:10215755,CYP1A2;CYP2E1,Cn1cnc2c1c(nc(=O)n2C)O,Cn1cnc2c1c(nc(n2)O)O,theobromine,5429,YAPQBXQYLJRXSA-UHFFFAOYSA-N,"InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)9-7(13)11(5)2/h3H,1-2H3,(H,9,12,13)",CYP1A2;CYP2E1,N-demethylation,Human Phase I,Human,,68374,PFWLFWPASULGAN-UHFFFAOYSA-N,"InChI=1S/C6H6N4O2/c1-10-2-7-4-3(10)5(11)9-6(12)8-4/h2H,1H3,(H2,8,9,11,12)",PMID:10215755
76861,7-methylbenz(c)acridine,13332617,"7-Methyl-8,9-dihydronaphtho[1,2-b]quinoline-8,9-diol",Aromatic Hydroxylation / Human Phase I,Human,CYP1A2;CYP3A4,BIOTID00205,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:7866988,CYP1A2;CYP3A4,Cc1c2ccccc2nc2c1ccc1ccccc21,Cc1c2ccc3ccccc3c2nc2C=CC(C(c12)O)O,7-methylbenz(c)acridine,76861,LZUFUDJVBHLHFC-UHFFFAOYSA-N,"InChI=1S/C18H13N/c1-12-14-7-4-5-9-17(14)19-18-15(12)11-10-13-6-2-3-8-16(13)18/h2-11H,1H3",CYP1A2;CYP3A4,Aromatic Hydroxylation,Human Phase I,Human,,13332617,PIMRBXVJGSKTOZ-UHFFFAOYSA-N,"InChI=1S/C18H15NO2/c1-10-12-7-6-11-4-2-3-5-13(11)17(12)19-14-8-9-15(20)18(21)16(10)14/h2-9,15,18,20-21H,1H3",PMID:7866988
442768,6-Hydroxy-7-methoxyl-4-phenylcoumarin,154699520,"7-methoxyl-4-phenylcoumarin, 6-O-glucuronide",Aromatic-OH glucuronidation / Human Phase II,Human,UGT1A9,BIOTID01540,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI 10.1007/s11095-012-0666-z,UGT1A9,COc1cc2c(cc1O)c(cc(=O)o2)c1ccccc1,COc1cc2c(cc1O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O1)O)O)O)c(cc(=O)o2)c1ccccc1,6-Hydroxy-7-methoxyl-4-phenylcoumarin,442768,AZELSOYQOIUPBZ-UHFFFAOYSA-N,"InChI=1S/C16H12O4/c1-19-15-9-14-12(7-13(15)17)11(8-16(18)20-14)10-5-3-2-4-6-10/h2-9,17H,1H3",UGT1A9,Aromatic -OH glucuronidation,Human Phase II,Human,"7-methoxyl-4-phenylcoumarin, 6-O-glucuronide",,BUAGEPZSSIYTQL-SXFAUFNYSA-N,"InChI=1S/C22H20O10/c1-29-14-9-13-12(11(8-16(23)30-13)10-5-3-2-4-6-10)7-15(14)31-22-19(26)17(24)18(25)20(32-22)21(27)28/h2-9,17-20,22,24-26H,1H3,(H,27,28)/t17-,18-,19+,20-,22+/m0/s1",Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544Ã¢â‚¬â€œ1561; DOI 10.1007/s11095-012-0666-z
1935,tacrine,115008035,7-Hydroxytacrine,Aromatic hydroxylation of fused benzene ring / Human Phase I,Human,CYP1A2,BIOTID00966,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259993",CYP1A2,c1ccc2c(c1)c(=N)c1CCCCc1[nH]2,C1CCc2c(C1)c(c1cccc(c1n2)O)N,tacrine,1935,YLJREFDVOIBQDA-UHFFFAOYSA-N,"InChI=1S/C13H14N2/c14-13-9-5-1-3-7-11(9)15-12-8-4-2-6-10(12)13/h1,3,5,7H,2,4,6,8H2,(H2,14,15)",CYP1A2,Aromatic hydroxylation of fused benzene ring,Human Phase I,Human,7-Hydroxytacrine,,XEUVIAIVRAPEEH-UHFFFAOYSA-N,"InChI=1S/C13H14N2O/c14-12-8-4-1-2-6-10(8)15-13-9(12)5-3-7-11(13)16/h3,5,7,16H,1-2,4,6H2,(H2,14,15)","Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259993"
3035604,7-benzyloxyquinoline,57515736,7-Hydroxyquinoline,O-dealkylation / Human Phase I,Human,CYP1A2;CYP3A4,BIOTID00196,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:12065444,CYP1A2;CYP3A4,c1ccc(cc1)COc1ccc2cccnc2c1,c1cc2C=CC(=O)Cc2nc1,7-benzyloxyquinoline,3035604,SIDLHXXVIBTSJZ-UHFFFAOYSA-N,"InChI=1S/C16H13NO/c1-2-5-13(6-3-1)12-18-15-9-8-14-7-4-10-17-16(14)11-15/h1-11H,12H2",CYP1A2;CYP3A4,O-dealkylation,Human Phase I,Human,7-Hydroxyquinoline,57515736,MDFPCFIBVKKSJU-UHFFFAOYSA-N,"InChI=1S/C9H7NO/c11-8-4-3-7-2-1-5-10-9(7)6-8/h1-5H,6H2",PMID:12065444
54681545,(R)-phenprocoumon,54681539,7-Hydroxyphenprocoumon,Aromatic Hydroxylation / Human Phase I,Human,CYP2C9;CYP2C19;CYP3A4,BIOTID00365,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:15742978,CYP2C9;CYP2C19;CYP3A4,CC[C@H](c1ccccc1)c1c(c2ccccc2oc1=O)O,CCC(c1ccccc1)c1c(c2ccc(cc2oc1=O)O)O,(R)-phenprocoumon,54681545,DQDAYGNAKTZFIW-CYBMUJFWSA-N,"InChI=1S/C18H16O3/c1-2-13(12-8-4-3-5-9-12)16-17(19)14-10-6-7-11-15(14)21-18(16)20/h3-11,13,19H,2H2,1H3/t13-/m1/s1",CYP2C9;CYP2C19;CYP3A4,Aromatic Hydroxylation,Human Phase I,Human,,54681539,HBAPGROFUGJSGR-UHFFFAOYSA-N,"InChI=1S/C18H16O4/c1-2-13(11-6-4-3-5-7-11)16-17(20)14-9-8-12(19)10-15(14)22-18(16)21/h3-10,13,19-20H,2H2,1H3",PMID:15742978
6001,"7,12 Dimethylbenzanthracene",11285,7-Hydroxymethyl-12-methylbenz[a]anthracene,Aliphatic Hydroxylation / Human Phase I,Human,CYP1A2;CYP2B6;CYP2C8;CYP2C9;CYP2E1;CYP3A4,BIOTID01121,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:8989918,CYP1A2;CYP2B6;CYP2C8;CYP2C9;CYP2E1;CYP3A4,Cc1c2ccccc2c(C)c2c1ccc1ccccc21,Cc1c2ccccc2c(CO)c2ccc3ccccc3c12,"7,12 Dimethylbenzanthracene",6001,ARSRBNBHOADGJU-UHFFFAOYSA-N,"InChI=1S/C20H16/c1-13-16-8-5-6-9-17(16)14(2)20-18(13)12-11-15-7-3-4-10-19(15)20/h3-12H,1-2H3",CYP1A2;CYP2B6;CYP2C8;CYP2C9;CYP2E1;CYP3A4,Aliphatic Hydroxylation,Human Phase I,Human,,,JCBBZYDVQJQMMB-UHFFFAOYSA-N,"InChI=1S/C20H16O/c1-13-15-7-4-5-9-17(15)19(12-21)18-11-10-14-6-2-3-8-16(14)20(13)18/h2-11,21H,12H2,1H3",PMID:8989918
11515637,KR-33028,129825212,7-hydroxy-KR-33028,Aromatic Hydroxylation / Human Phase I,Human,CYP3A4;CYP1A2,BIOTID00382,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:16857327,CYP3A4;CYP1A2,c1cc(C#N)c2cc(C(=O)NC(=N)N)sc2c1,c1cc(c2c(cc(C(=O)NC(=N)N)s2)c1C#N)O,KR-33028,11515637,WGKIDCRTLNUROQ-UHFFFAOYSA-N,"InChI=1S/C11H8N4OS/c12-5-6-2-1-3-8-7(6)4-9(17-8)10(16)15-11(13)14/h1-4H,(H4,13,14,15,16)",CYP3A4;CYP1A2,Aromatic Hydroxylation,Human Phase I,Human,7-hydroxy-KR-33028,,RGCBBPXCMGQQDS-UHFFFAOYSA-N,"InChI=1S/C11H8N4O2S/c12-4-5-1-2-7(16)9-6(5)3-8(18-9)10(17)15-11(13)14/h1-3,16H,(H4,13,14,15,17)",PMID:16857327
3747,ipriflavone,5376891,7-Hydroxyisoflavone,O-dealkylation / Human Phase I,Human,CYP1A2;CYP2C9;CYP2C19;CYP3A4,BIOTID00625,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:17624023,CYP1A2;CYP2C9;CYP2C19;CYP3A4,CC(C)Oc1ccc2c(c1)occ(c1ccccc1)c2=O,c1ccc(cc1)c1coc2cc(ccc2c1=O)O,ipriflavone,3747,SFBODOKJTYAUCM-UHFFFAOYSA-N,"InChI=1S/C18H16O3/c1-12(2)21-14-8-9-15-17(10-14)20-11-16(18(15)19)13-6-4-3-5-7-13/h3-12H,1-2H3",CYP1A2;CYP2C9;CYP2C19;CYP3A4,O-dealkylation,Human Phase I,Human,,5376891,WMKOZARWBMFKAS-UHFFFAOYSA-N,"InChI=1S/C15H10O3/c16-11-6-7-12-14(8-11)18-9-13(15(12)17)10-4-2-1-3-5-10/h1-9,16H",PMID:17624023
5284566,granisetron,135516793,7-Hydroxygranisetron,Hydroxylation of aromatic carbon / Human Phase I,Human,CYP1A1,BIOTID00592,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Chenery, Characterization of the inhibition of P450 1A2 by",CYP1A1,CN1[C@H]2CCC[C@@H]1CC(C2)NC(=O)c1c2ccccc2n(C)n1,CN1[C@H]2CCC[C@@H]1CC(C2)NC(=O)c1c2c(cccc2O)n(C)n1,granisetron,3510,MFWNKCLOYSRHCJ-BTTYYORXSA-N,"InChI=1S/C18H24N4O/c1-21-13-6-5-7-14(21)11-12(10-13)19-18(23)17-15-8-3-4-9-16(15)22(2)20-17/h3-4,8-9,12-14H,5-7,10-11H2,1-2H3,(H,19,23)/t12?,13-,14+",CYP1A1,HYDROXYLATION_OF_AROMATIC_CARBON,Human Phase I,Human,7-Hydroxygranisetron,,CGNLROWYSDSBMN-YHWZYXNKSA-N,"InChI=1S/C18H24N4O2/c1-21-12-5-3-6-13(21)10-11(9-12)19-18(24)17-16-14(22(2)20-17)7-4-8-15(16)23/h4,7-8,11-13,23H,3,5-6,9-10H2,1-2H3,(H,19,24)/t11?,12-,13+","Chenery, Characterization of the inhibition of P450 1A2 by"
154699794,reduced_dolasetron,154699835,7-Hydroxydolasetron,Aromatic hydroxylation of fused benzene ring / Human Phase I,Human,CYP2D6; CYP2C9,BIOTID00852,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985",CYP2D6; CYP2C9,c1ccc2c(c1)c(c[nH]2)C(=O)OC1C[C@H]2CC3C[C@@H](C1)N2C[C@H]3O,c1cc2c(c[nH]c2c(c1)O)C(=O)OC1C[C@H]2CC3C[C@@H](C1)N2C[C@H]3O,reduced_dolasetron,,MLWGAEVSWJXOQJ-XYLOAFBBSA-N,"InChI=1S/C19H22N2O3/c22-18-10-21-12-5-11(18)6-13(21)8-14(7-12)24-19(23)16-9-20-17-4-2-1-3-15(16)17/h1-4,9,11-14,18,20,22H,5-8,10H2/t11?,12-,13+,14?,18-/m1/s1",CYP2D6; CYP2C9,Aromatic hydroxylation of fused benzene ring,Human Phase I,Human,7-Hydroxydolasetron,,OBVOORYFKGUOIG-MJRCBCLYSA-N,"InChI=1S/C19H22N2O4/c22-16-3-1-2-14-15(8-20-18(14)16)19(24)25-13-6-11-4-10-5-12(7-13)21(11)9-17(10)23/h1-3,8,10-13,17,20,22-23H,4-7,9H2/t10?,11-,12+,13?,17-/m1/s1","Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985"
35703,7-ethoxycoumarin,5281426,7-Hydroxycoumarin,O-aryl dealkylation not adjacent to substituted carbon / Human Phase I,Human,CYP1A1; CYP2B6; CYP2E1; CYP1A2; CYP2A6; CYP3A7; CYP2C9; CYP2C19,BIOTID00200,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985|Rendic,S. (2002) Summary of information on human CYP enzymes: human P450 metabolism data, Drug Metabolism Reviews, 34:1-2, 83-448, DOI:10.1081/ DMR-120001392; PMID:11996015;|PMID:16649998",CYP1A1 (major); CYP2B6; CYP2E1; CYP1A2; CYP2A6; CYP3A7; CYP2C9; CYP2C19,CCOc1ccc2ccc(=O)oc2c1,c1cc(cc2c1ccc(=O)o2)O,7-ethoxycoumarin,35703,LIFAQMGORKPVDH-UHFFFAOYSA-N,"InChI=1S/C11H10O3/c1-2-13-9-5-3-8-4-6-11(12)14-10(8)7-9/h3-7H,2H2,1H3",CYP1A1 (major); CYP2B6; CYP2E1; CYP1A2; CYP2A6; CYP3A7; CYP2C9; CYP2C19,O-aryl dealkylation not adjacent to substituted carbon,Human Phase I,Human,Umbelliferone,5281426,ORHBXUUXSCNDEV-UHFFFAOYSA-N,"InChI=1S/C9H6O3/c10-7-3-1-6-2-4-9(11)12-8(6)5-7/h1-5,10H","Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985|Rendic,S. (2002) Summary of information on human CYP enzymes: human P450 metabolism data, Drug Metabolism Reviews, 34:1-2, 83-448, DOI:10.1081/ DMR-120001392; PMID:11996015;|PMID:16649998"
10748,7-methoxycoumarin,5281426,7-Hydroxycoumarin,O-dealkylation / Human Phase I,Human,CYP1A2;CYP2A6,BIOTID00203,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:16649998,CYP1A2;CYP2A6,COc1ccc2ccc(=O)oc2c1,c1cc(cc2c1ccc(=O)o2)O,7-methoxycoumarin,10748,LIIALPBMIOVAHH-UHFFFAOYSA-N,"InChI=1S/C10H8O3/c1-12-8-4-2-7-3-5-10(11)13-9(7)6-8/h2-6H,1H3",CYP1A2;CYP2A6,O-dealkylation,Human Phase I,Human,Umbelliferone,5281426,ORHBXUUXSCNDEV-UHFFFAOYSA-N,"InChI=1S/C9H6O3/c10-7-3-1-6-2-4-9(11)12-8(6)5-7/h1-5,10H",PMID:16649998
323,coumarin,5281426,7-Hydroxycoumarin,7-Hydroxylation of coumarin / Human Phase I,Human,CYP2A6; CYP2B6; CYP1A1; CYP1A2,BIOTID00442,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985|Ekins, S. and Wrighton, S.A. (1999); The role of CYP2B6 in Human Xenobiotic Metabolism; Drug Metabolism Reviews, 31:3, 719-754, DOI:10.1081/ DMR-100101942; PMID:10461547|Wang and Zhou; Current Medicinal Chemistry, 2009 Vol. 16, No. 31; PMID:19754423",CYP2A6; CYP2B6; CYP1A1; CYP1A2,c1ccc2c(c1)ccc(=O)o2,c1cc(cc2c1ccc(=O)o2)O,coumarin,323,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,InChI=1S/C9H6O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-6H,CYP2A6; CYP2B6; CYP1A1; CYP1A2,7-Hydroxylation of coumarin,Human Phase I,Human,7-Hydroxycoumarin,5281426,ORHBXUUXSCNDEV-UHFFFAOYSA-N,"InChI=1S/C9H6O3/c10-7-3-1-6-2-4-9(11)12-8(6)5-7/h1-5,10H","Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985|Ekins, S. and Wrighton, S.A. (1999); The role of CYP2B6 in Human Xenobiotic Metabolism; Drug Metabolism Reviews, 31:3, 719-754, DOI:10.1081/ DMR-100101942; PMID:10461547|Wang and Zhou; Current Medicinal Chemistry, 2009 Vol. 16, No. 31; PMID:19754423"
